"490001","490006"
"490002","490004"
"490003","490002"
"490004","490002"
"490005","490002"
"490006","490005"
"490007","490012"
"490008","490002"
"490009","490011"
"490010","490001"
"490011","490010"
"490012","490008"
"490013","490003"
"490005","490011"
"490004","490012"
"490014","490009"
"490015","490013"
"490005","490013"
"490010","490007"
"490003","490014"
"490004","490015"
"490004","490016"
"490008","490017"
"490005","490017"
"755001","755003"
"755002","755006"
"755003","755007"
"755004","755005"
"755005","755004"
"755006","755002"
"755007","755009"
"755008","755011"
"755009","755008"
"755009","755006"
"755010","755012"
"755011","755010"
"755012","755001"
"755013","755013"
"755014","755005"
"755014","755014"
"755015","755003"
"755015","755014"
"755016","755009"
"755017","755009"
"911","901"
"912","902"
"913","903"
"914","904"
"915","906"
"916","907"
"917","908"
"918","909"
"919","910"
"920","905"
"911","921"
"912","922"
"913","923"
"914","924"
"915","925"
"916","926"
"917","927"
"918","928"
"919","929"
"920","930"
"135001","135001"
"135002","135001"
"135003","135001"
"135004","135002"
"135005","135002"
"135006","135002"
"135002","135003"
"135007","135003"
"135008","135004"
"135009","135004"
"135010","135005"
"135011","135005"
"135011","135006"
"135012","135006"
"135013","135006"
"135015","135007"
"135016","135008"
"135016","135009"
"135004","135010"
"135019","135010"
"135020","135011"
"135021","135012"
"135022","135012"
"135023","135013"
"135024","135014"
"671101","671001"
"671101","671002"
"671101","671003"
"671102","671004"
"671102","671005"
"671103","671006"
"671104","671007"
"671104","671008"
"671105","671009"
"671106","671010"
"671107","671011"
"671108","671012"
"671108","671013"
"671108","671014"
"671109","671015"
"671109","671016"
"671109","671017"
"671110","671018"
"671110","671019"
"671110","671020"
"156001","156001"
"156002","156001"
"156003","156001"
"156004","156003"
"156005","156003"
"156006","156004"
"156007","156004"
"156008","156004"
"156009","156005"
"156010","156005"
"156011","156006"
"156012","156006"
"156013","156007"
"156014","156007"
"156015","156008"
"156016","156008"
"156017","156009"
"156018","156009"
"156019","156010"
"156020","156010"
"156021","156010"
"156022","156002"
"156023","156002"
"156023","156006"
"872001","872001"
"872002","872002"
"872003","872003"
"872003","872004"
"872004","872004"
"872004","872005"
"872005","872005"
"872005","872006"
"872006","872006"
"872006","872007"
"872007","872007"
"872007","872008"
"872008","872008"
"872008","872009"
"872009","872009"
"872009","872010"
"872010","872010"
"872010","872011"
"872011","872011"
"872011","872012"
"788001","788001"
"788001","788014"
"788001","788016"
"788001","788017"
"788002","788002"
"788002","788005"
"788003","788008"
"788003","788013"
"788003","788014"
"788004","788006"
"788004","788009"
"788005","788004"
"788005","788015"
"788005","788016"
"788006","788005"
"788006","788016"
"788007","788004"
"788009","788007"
"788010","788015"
"788010","788017"
"788010","788018"
"788011","788012"
"525101","525001"
"525101","525002"
"525101","525003"
"525101","525004"
"525101","525005"
"525101","525007"
"525102","525006"
"525103","525008"
"525103","525009"
"525103","525010"
"525103","525011"
"525103","525012"
"525103","525013"
"525103","525014"
"525104","525015"
"525104","525016"
"525105","525017"
"525105","525018"
"525105","525019"
"525105","525020"
"525106","525001"
"525106","525002"
"525106","525003"
"525106","525004"
"525106","525005"
"525106","525006"
"525106","525007"
"525106","525008"
"525106","525009"
"525106","525010"
"525106","525011"
"525107","525013"
"525107","525014"
"525107","525015"
"525107","525016"
"525108","525017"
"525108","525018"
"525108","525019"
"525108","525020"
"525109","525001"
"525109","525002"
"525109","525003"
"525109","525004"
"525109","525005"
"525109","525006"
"525109","525007"
"525109","525008"
"525109","525009"
"525109","525010"
"525109","525011"
"525109","525012"
"525109","525013"
"525109","525014"
"525110","525015"
"525110","525016"
"525111","525017"
"525111","525018"
"525111","525019"
"525111","525020"
"525112","525002"
"525112","525003"
"525112","525004"
"525112","525005"
"525112","525006"
"525112","525007"
"525112","525009"
"525112","525010"
"525112","525011"
"525112","525012"
"525112","525013"
"525112","525014"
"525112","525015"
"525112","525016"
"525112","525017"
"525112","525018"
"525112","525019"
"525113","525019"
"525113","525020"
"764001","764001"
"764002","764002"
"764003","764003"
"764004","764004"
"764005","764005"
"764006","764006"
"764007","764007"
"764008","764008"
"764009","764009"
"764010","764010"
"764011","764001"
"764012","764001"
"764013","764001"
"764014","764001"
"764015","764001"
"764016","764001"
"764017","764008"
"764018","764008"
"764019","764008"
"764020","764008"
"855100","855001"
"855101","855001"
"855101","855002"
"855102","855002"
"855103","855003"
"855104","855003"
"855104","855004"
"855105","855004"
"855105","855005"
"855106","855005"
"855107","855005"
"855108","855005"
"855107","855006"
"855108","855006"
"855109","855007"
"855110","855007"
"855109","855008"
"855111","855008"
"855110","855009"
"855112","855009"
"683001","683002"
"683001","683001"
"683001","683005"
"683002","683001"
"683003","683003"
"683004","683004"
"683005","683006"
"683006","683006"
"683007","683007"
"683008","683007"
"683008","683003"
"683009","683008"
"683010","683009"
"683011","683010"
"683012","683010"
"683013","683002"
"683014","683002"
"683015","683005"
"683016","683010"
"683017","683006"
"683018","683004"
"683019","683004"
"683020","683007"
"683021","683005"
"150001","150001"
"150002","150002"
"150003","150003"
"150004","150004"
"150005","150005"
"150006","150006"
"150007","150007"
"150008","150008"
"150009","150009"
"150010","150010"
"634001","634001"
"634001","634002"
"634001","634003"
"634002","634001"
"634002","634002"
"634002","634003"
"634003","634004"
"634003","634005"
"634003","634006"
"634004","634004"
"634004","634005"
"634004","634006"
"634005","634001"
"634005","634002"
"634005","634003"
"634005","634004"
"634005","634005"
"634005","634006"
"634006","634004"
"634006","634005"
"634006","634006"
"634007","634004"
"634007","634005"
"634007","634006"
"634008","634004"
"634008","634005"
"634008","634006"
"634009","634009"
"634009","634010"
"634010","634009"
"634010","634010"
"634011","634007"
"326101","326001"
"326101","326002"
"326102","326001"
"326102","326003"
"326102","326004"
"326103","326004"
"326103","326005"
"326104","326005"
"326104","326006"
"326105","326006"
"326106","326006"
"326106","326007"
"326107","326007"
"326107","326008"
"326108","326009"
"326108","326010"
"326109","326010"
"326110","326009"
"326111","326007"
"326112","326001"
"326112","326003"
"412020","412004"
"412019","412004"
"412018","412004"
"412017","412004"
"412001","412012"
"412001","412002"
"412002","412012"
"412003","412012"
"412004","412012"
"412005","412012"
"412006","412012"
"412001","412011"
"412002","412011"
"412003","412011"
"412004","412011"
"412005","412011"
"412006","412011"
"412025","412001"
"412026","412001"
"412027","412001"
"412028","412003"
"412029","412003"
"412030","412003"
"412031","412003"
"412032","412003"
"140001","140001"
"140002","140001"
"140003","140001"
"140004","140001"
"140001","140002"
"140005","140002"
"140006","140002"
"140007","140002"
"140008","140002"
"140007","140003"
"140009","140003"
"140010","140003"
"140009","140004"
"140011","140004"
"140012","140004"
"140013","140004"
"140014","140002"
"140014","140004"
"140014","140005"
"140012","140005"
"140015","140005"
"140016","140005"
"140017","140005"
"140018","140006"
"140019","140006"
"140020","140006"
"140020","140007"
"140007","140007"
"140021","140008"
"140019","140008"
"140022","140009"
"140023","140009"
"140024","140010"
"140020","140010"
"492101","492001"
"492102","492001"
"492102","492004"
"492103","492001"
"492104","492002"
"492104","492003"
"492105","492002"
"492105","492003"
"492106","492002"
"492106","492003"
"492107","492002"
"492107","492003"
"492108","492008"
"492108","492009"
"492109","492010"
"492110","492010"
"492111","492004"
"492112","492008"
"492113","492008"
"492114","492008"
"259030","259001"
"259029","259002"
"259028","259003"
"259027","259004"
"259026","259005"
"259025","259006"
"259024","259007"
"259023","259008"
"259022","259009"
"259021","259010"
"907000","907000"
"907001","907001"
"907002","907002"
"907003","907003"
"907004","907004"
"907005","907005"
"907006","907006"
"907007","907007"
"907008","907008"
"907009","907009"
"907009","907000"
"907008","907001"
"907007","907002"
"907006","907003"
"907005","907004"
"907004","907005"
"907003","907006"
"907002","907007"
"907001","907008"
"907000","907009"
"217021","217001"
"217021","217008"
"217022","217002"
"217022","217020"
"217023","217020"
"217024","217019"
"217024","217004"
"217024","217002"
"217025","217018"
"217027","217016"
"217028","217016"
"217030","217015"
"217031","217013"
"217038","217006"
"217039","217006"
"217040","217005"
"217041","217005"
"217042","217005"
"217043","217003"
"217037","217007"
"217036","217008"
"217035","217009"
"217034","217010"
"217033","217011"
"217032","217012"
"217029","217015"
"217027","217004"
"217026","217017"
"631001","631001"
"631002","631001"
"631002","631002"
"631003","631003"
"631004","631003"
"631005","631004"
"631006","631004"
"631007","631005"
"631007","631006"
"631008","631008"
"631009","631007"
"631010","631007"
"631011","631009"
"631012","631010"
"631013","631007"
"631014","631007"
"631015","631002"
"631016","631002"
"631017","631002"
"631018","631002"
"693100","693000"
"693101","693001"
"693102","693002"
"693103","693003"
"693104","693004"
"693100","693005"
"693107","693002"
"693108","693002"
"693109","693003"
"693110","693005"
"693111","693005"
"693114","693007"
"693115","693007"
"693116","693008"
"693117","693009"
"693118","693002"
"693119","693000"
"48001","48001"
"48002","48002"
"48003","48003"
"48004","48004"
"48001","48005"
"48006","48006"
"48007","48007"
"48008","48008"
"48009","48009"
"48010","48010"
"48011","48011"
"48012","48011"
"48013","48001"
"48009","48004"
"48014","48004"
"48015","48006"
"48016","48003"
"48017","48004"
"48007","48009"
"48013","48008"
"422401","422110"
"422402","422102"
"422404","422108"
"422405","422104"
"422405","422105"
"422406","422106"
"422407","422101"
"422408","422101"
"422409","422109"
"422410","422105"
"658001","658009"
"658002","658010"
"658003","658010"
"658004","658001"
"658005","658005"
"658006","658008"
"658004","658008"
"658007","658003"
"658008","658001"
"658009","658002"
"658010","658006"
"658011","658007"
"658012","658004"
"658013","658003"
"658006","658011"
"658014","658011"
"658015","658007"
"658016","658002"
"658017","658002"
"658018","658006"
"658019","658006"
"907010","907010"
"907011","907011"
"907012","907012"
"911","907013"
